,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
16,Jared Cook,TE,OAK,64,52,62,76,48,51,0,31,34,37,39,32,55,57,52,34,43,767,47.9
17,Joe Flacco,QB,BAL,55,85,72,76,87,76,68,61,61,bye,0,0,0,0,0,0,0,641,71.2
18,Josh Johnson,QB,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,0,30,68,62,45,205,51.3
19,Josh McCown,QB,NYJ,0,0,0,0,0,0,0,0,0,56,bye,64,68,3,0,0,0,191,47.8
20,Julian Edelman,WR,NE,0,0,0,0,48,71,63,73,64,54,bye,60,66,74,59,58,58,748,62.3
21,Larry Fitzgerald,WR,ARI,52,26,48,52,42,49,64,66,bye,70,50,43,60,67,65,52,65,871,54.4
22,LeSean McCoy,RB,BUF,34,30,0,36,47,47,2,46,37,49,bye,37,54,9,0,31,31,490,35.0
23,Marcedes Lewis,TE,GB,7,14,7,17,12,22,bye,12,7,10,10,23,8,16,11,10,4,190,11.9
24,Marshawn Lynch,RB,OAK,24,42,42,50,21,30,0,0,0,0,0,0,0,0,0,0,0,209,34.8
25,Matt Ryan,QB,ATL,70,62,68,70,64,67,65,bye,68,75,56,70,53,71,64,48,77,1048,65.5
26,Matt Schaub,QB,ATL,0,1,0,0,8,0,0,bye,0,0,0,0,0,0,3,0,0,12,4.0
27,Matthew Slater,WR,NE,0,0,0,3,2,1,0,2,6,0,bye,0,0,0,0,2,3,19,1.2
28,Matthew Stafford,QB,DET,62,77,73,54,62,bye,64,59,70,78,65,66,72,60,57,60,73,1052,65.8
29,Philip Rivers,QB,LAC,82,55,52,68,64,53,44,bye,51,56,77,56,62,57,74,63,49,963,60.2
30,Ryan Fitzpatrick,QB,TB,66,58,73,28,bye,0,0,25,67,69,41,0,0,0,0,0,0,427,53.4
31,Ted Ginn,WR,NO,50,30,51,38,0,bye,0,0,0,0,0,0,0,0,0,27,0,196,39.2
32,Tom Brady,QB,NE,75,61,48,77,69,78,64,74,71,58,bye,70,74,81,63,66,64,1093,68.3
33,Vernon Davis,TE,WAS,48,27,37,bye,26,36,27,33,31,27,28,26,23,50,30,0,0,449,32.1
34,Golden Tate,WR,Multi,57,65,54,42,48,0,46,54,0,18,36,39,36,20,22,29,40,606,40.4
35,Andre Roberts,WR,NYJ,10,0,1,3,2,7,31,32,0,1,bye,5,10,0,29,24,40,195,12.2
36,Colt McCoy,QB,WAS,0,0,0,bye,0,0,0,0,0,0,24,63,13,0,0,0,0,100,33.3
37,Emmanuel Sanders,WR,DEN,64,54,60,54,73,56,44,59,61,bye,50,44,40,0,0,0,0,659,54.9
38,Jimmy Graham,TE,GB,59,57,64,54,66,56,bye,46,59,39,21,22,54,47,47,64,39,794,49.6
39,Joe Webb,QB,HOU,0,0,0,0,0,0,0,0,3,bye,0,0,0,32,0,0,0,35,2.2
40,Rob Gronkowski,TE,NE,75,58,48,54,63,77,0,68,0,0,bye,69,73,77,63,59,55,839,64.5
41,Antonio Brown,WR,PIT,83,77,62,59,57,63,bye,70,80,51,64,72,67,59,61,72,0,997,66.5
42,Logan Paulsen,TE,ATL,19,29,21,29,19,37,27,bye,30,28,17,20,19,0,15,25,29,364,24.3
43,A.J. Green,WR,CIN,53,69,33,69,51,58,46,62,bye,0,0,0,17,0,0,0,0,458,50.9
44,Blaine Gabbert,QB,TEN,33,59,9,0,0,0,0,bye,0,0,28,0,1,0,3,29,49,211,26.4
45,Julio Jones,WR,ATL,57,48,54,54,53,51,49,bye,55,73,51,62,41,63,32,24,51,818,51.1
46,Cam Newton,QB,CAR,67,67,67,bye,71,60,59,62,62,54,57,59,69,73,58,0,0,885,63.2
47,Mark Ingram,RB,NO,0,0,0,0,36,bye,35,23,34,31,30,27,21,29,33,32,19,350,29.2
48,Randall Cobb,WR,GB,52,70,65,0,0,0,bye,24,56,0,0,0,61,44,47,0,46,465,51.7
49,Kyle Rudolph,TE,MIN,59,63,64,60,54,60,56,63,46,bye,61,64,60,57,51,58,49,925,57.8
50,Andy Dalton,QB,CIN,56,76,65,73,60,61,48,66,bye,37,55,30,0,0,0,0,0,627,57.0
51,Lance Kendricks,TE,GB,19,27,10,35,18,22,bye,18,26,35,26,22,12,17,9,15,4,315,19.7
52,Luke Stocker,TE,TEN,25,36,32,25,32,20,30,bye,35,34,18,25,25,39,46,38,20,480,30.0
53,Taiwan Jones,RB,BUF,0,0,0,1,1,0,0,0,0,0,bye,0,0,0,0,0,0,2,0.3
54,Anthony Sherman,RB,KC,17,13,8,4,5,2,11,4,5,4,1,bye,6,6,3,2,7,98,6.1
55,Dion Lewis,RB,TEN,49,34,30,48,34,32,45,bye,59,49,44,29,40,38,23,22,24,600,37.5
56,Lee Smith,TE,OAK,8,22,19,30,8,12,0,15,21,23,29,17,17,14,7,23,18,283,17.7
57,Dwayne Harris,WR,OAK,0,0,2,4,0,4,0,1,1,2,0,2,7,6,5,10,10,54,3.6
58,Tyrod Taylor,QB,CLE,89,62,31,0,0,0,0,0,3,0,bye,0,0,0,0,0,0,185,46.3
59,Virgil Green,TE,LAC,44,41,33,50,46,48,32,bye,34,47,54,45,41,40,43,29,47,674,42.1
60,Robert Griffin,QB,BAL,0,0,0,0,0,0,0,0,0,bye,1,0,16,4,0,0,0,21,7.0
61,Ryan Tannehill,QB,MIA,62,60,44,36,64,0,0,0,0,0,bye,53,55,46,53,46,61,580,52.7
62,Nick Foles,QB,PHI,72,79,0,0,0,0,0,0,bye,0,0,0,0,0,64,81,61,357,71.4
63,Kirk Cousins,QB,MIN,71,73,66,74,62,71,69,73,49,bye,67,70,61,58,69,61,57,1051,65.7
64,Russell Wilson,QB,SEA,57,66,69,66,60,65,bye,63,81,68,70,62,58,66,75,80,63,1069,66.8
65,Lamar Miller,RB,HOU,57,51,52,46,0,41,45,34,40,bye,46,40,41,51,11,0,64,619,44.2
66,Alshon Jeffery,WR,PHI,0,0,0,65,55,59,64,54,bye,60,51,64,66,51,64,60,57,770,59.2
67,Mohamed Sanu,WR,ATL,56,48,59,55,59,33,40,bye,47,70,51,57,44,57,61,32,61,830,51.9
68,T.Y. Hilton,WR,IND,80,55,59,43,0,0,35,64,bye,42,42,60,66,54,41,58,64,763,54.5
69,Travis Benjamin,WR,LAC,47,0,0,5,0,0,5,bye,18,13,19,44,28,20,44,21,14,278,23.2
70,Marvin Jones,WR,DET,62,77,67,50,58,bye,56,57,63,48,0,0,0,0,0,0,0,538,59.8
71,Rhett Ellison,TE,NYG,29,24,54,54,55,0,33,28,bye,33,40,55,68,33,29,24,0,559,39.9
72,Alfred Morris,RB,SF,33,31,23,14,44,1,20,12,10,14,bye,0,0,4,0,0,44,250,20.8
73,Brandon Bolden,RB,MIA,0,0,0,0,0,0,0,0,0,0,bye,0,3,4,3,8,7,25,1.6
74,Derek Carrier,TE,OAK,23,11,18,17,9,11,0,12,12,18,11,19,14,13,8,20,16,232,14.5
75,Case Keenum,QB,DEN,74,66,68,60,77,65,59,73,66,bye,56,57,59,74,73,67,79,1073,67.1
76,Josh Gordon,WR,Multi,69,0,0,18,18,63,61,64,57,55,0,53,48,70,58,0,0,634,52.8
77,Cole Beasley,WR,DAL,43,30,42,38,37,42,53,bye,44,48,42,43,47,65,44,35,59,712,44.5
78,Chris Hogan,WR,NE,68,55,48,70,63,47,42,46,53,54,bye,28,32,33,39,62,64,804,50.3
79,Garrett Celek,TE,SF,23,30,19,17,26,17,21,24,20,6,bye,12,16,27,17,3,0,278,18.5
80,Jermaine Kearse,WR,NYJ,0,20,34,48,39,59,64,52,48,50,bye,40,48,28,62,34,0,626,44.7
81,Travis Kelce,TE,KC,56,57,71,73,66,51,60,55,60,58,72,bye,69,85,60,60,40,993,62.1
82,Marquise Goodwin,WR,SF,16,0,42,37,0,54,56,61,40,61,bye,0,0,24,7,38,0,436,39.6
83,DeAndre Hopkins,WR,HOU,73,67,68,86,80,61,64,59,61,bye,63,64,75,72,51,65,75,1084,67.8
84,Robert Woods,WR,LAR,61,71,74,55,66,72,50,76,58,64,79,bye,66,63,76,60,51,1042,65.1
85,Kenny Stills,WR,MIA,59,56,40,38,60,67,49,0,28,65,bye,51,48,40,51,36,56,744,49.6
86,Cordarrelle Patterson,RB,NE,16,28,19,41,8,6,6,13,13,10,bye,22,8,18,5,17,0,230,15.3
87,Keenan Allen,WR,LAC,72,50,40,57,49,39,40,bye,43,50,69,52,57,54,17,59,45,793,49.6
88,Tavon Austin,WR,DAL,10,18,19,17,23,18,0,bye,0,0,0,0,0,0,0,0,10,115,16.4
89,Giovani Bernard,RB,CIN,12,39,57,44,0,0,0,0,bye,12,26,23,28,26,30,14,19,330,27.5
90,Theo Riddick,RB,DET,41,28,21,25,19,bye,0,0,39,46,27,29,38,25,25,33,19,415,29.6
91,Chris Thompson,RB,WAS,33,50,25,bye,40,0,0,26,0,0,0,0,29,25,29,23,30,310,31.0
92,Rex Burkhead,RB,NE,38,14,7,0,0,0,0,0,0,0,bye,0,17,17,16,25,17,151,18.9
93,Kenjon Barner,RB,Multi,0,0,0,10,0,5,17,6,3,0,0,0,0,0,0,6,0,47,5.2
94,Mike Glennon,QB,ARI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,17,9,0,26,13.0
95,Matt Barkley,QB,Multi,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,73,73.0
96,Geno Smith,QB,LAC,0,1,0,0,0,7,0,bye,0,0,0,13,1,0,0,0,10,32,6.4
97,Zach Ertz,TE,PHI,70,74,81,76,57,71,65,57,bye,62,47,52,59,44,59,73,53,1000,62.5
98,Jordan Reed,TE,WAS,41,40,40,bye,39,47,41,53,38,38,50,47,31,7,0,0,0,512,39.4
99,Tyler Eifert,TE,CIN,23,49,42,19,0,0,0,0,bye,0,0,0,0,0,0,0,0,133,33.3
100,Levine Toilolo,TE,DET,20,22,37,19,32,bye,21,14,16,38,42,28,54,48,41,46,50,528,33.0
101,Vance McDonald,TE,PIT,0,37,32,39,37,51,bye,27,50,25,52,33,44,38,23,35,41,564,37.6
102,Kyle Juszczyk,RB,SF,26,40,53,37,68,39,35,47,34,46,bye,38,39,42,46,33,41,664,41.5
103,Luke Willson,TE,DET,14,40,39,25,34,bye,41,36,34,0,33,20,50,21,25,13,0,425,30.4
104,Latavius Murray,RB,MIN,14,23,38,41,46,58,58,61,22,bye,6,28,12,8,27,15,4,461,28.8
105,Ryan Griffin,TE,HOU,63,52,52,59,57,51,0,0,47,bye,47,43,61,59,44,47,61,743,53.1
106,Demetrius Harris,TE,KC,0,18,25,31,29,16,35,20,22,14,39,bye,31,28,18,16,29,371,24.7
107,Zach Line,RB,NO,11,22,12,18,15,bye,13,7,23,17,13,12,1,17,16,12,17,226,14.1
108,James Develin,RB,NE,35,20,8,33,15,33,15,26,17,12,bye,30,35,36,21,36,26,398,24.9
109,Jack Doyle,TE,IND,77,59,0,0,0,0,0,57,bye,49,51,40,0,0,0,0,0,333,55.5
110,Patrick DiMarco,RB,BUF,1,8,12,4,13,12,7,12,3,14,bye,6,10,12,15,3,36,168,10.5
111,Teddy Bridgewater,QB,NO,0,0,0,0,3,bye,0,1,0,11,4,0,0,0,0,0,52,71,14.2
112,Blake Bortles,QB,JAC,63,70,57,77,83,48,30,64,bye,75,69,70,0,0,0,23,47,776,59.7
113,AJ McCarron,QB,OAK,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,12,6.0
114,Derek Carr,QB,OAK,70,65,76,92,53,60,0,50,47,63,68,56,76,67,59,62,66,1030,64.4
115,Logan Thomas,TE,BUF,18,19,0,0,24,18,10,18,48,30,bye,32,0,36,0,26,7,286,23.8
116,Carlos Hyde,RB,Multi,47,36,45,49,28,32,0,28,0,9,11,15,23,3,0,16,43,385,27.5
117,Devonta Freeman,RB,ATL,39,0,0,0,28,0,0,bye,0,0,0,0,0,0,0,0,0,67,33.5
118,Sammy Watkins,WR,KC,51,47,67,12,60,54,60,55,48,0,5,bye,0,0,0,0,0,459,45.9
119,Mike Evans,WR,TB,50,47,58,57,bye,57,82,70,60,55,65,58,57,61,45,67,51,940,58.8
120,Brandin Cooks,WR,LAR,61,73,74,52,28,68,50,75,59,63,70,bye,66,62,76,59,54,990,61.9
121,Davante Adams,WR,GB,59,74,68,76,71,63,bye,40,71,53,46,53,72,56,64,86,0,952,63.5
122,Jordan Matthews,WR,PHI,0,0,33,46,22,26,29,34,bye,38,14,14,21,10,5,34,20,346,24.7
123,Donte Moncrief,WR,JAC,44,51,48,60,68,39,55,56,bye,61,51,53,45,53,40,53,40,817,51.1
124,Allen Robinson,WR,CHI,67,63,69,53,bye,59,61,0,0,54,67,51,70,61,46,44,0,765,58.8
125,Odell Beckham,WR,NYG,68,66,59,59,52,63,61,67,bye,56,46,52,67,0,0,0,0,716,59.7
126,Jarvis Landry,WR,CLE,81,59,66,72,80,73,67,52,73,36,bye,39,46,43,57,58,56,958,59.9
127,Eric Ebron,TE,IND,37,16,52,77,59,49,34,17,bye,21,25,49,58,45,38,20,39,636,39.8
128,Trey Burton,TE,CHI,61,57,63,45,bye,52,70,48,40,43,58,55,68,57,46,50,47,860,53.8
129,James White,RB,NE,36,34,25,40,43,33,45,62,56,42,bye,37,33,33,26,29,27,601,37.6
130,Cody Latimer,WR,NYG,47,44,40,0,0,32,0,0,bye,0,0,0,0,0,0,20,26,209,34.8
131,Jimmy Garoppolo,QB,SF,65,64,67,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,196,65.3
132,John Brown,WR,BAL,48,69,55,44,59,40,50,46,39,bye,51,46,43,50,47,33,37,757,47.3
133,Richard Rodgers,TE,PHI,0,0,0,0,0,0,0,0,bye,0,0,8,10,2,4,13,5,42,6.0
134,Garrett Gilbert,QB,CAR,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13.0
135,Damien Williams,RB,KC,7,9,7,3,2,3,2,0,0,1,0,bye,19,43,44,39,28,207,12.9
136,Albert Wilson,WR,MIA,34,29,10,37,58,50,14,0,0,0,bye,0,0,0,0,0,0,232,33.1
137,Taylor Gabriel,WR,CHI,60,63,55,48,bye,46,64,44,44,46,55,47,76,57,46,51,28,830,51.9
138,Willie Snead,WR,BAL,43,57,40,39,67,55,44,52,43,bye,53,49,66,51,58,41,63,821,51.3
139,Allen Hurns,WR,DAL,38,27,39,47,38,57,54,bye,18,15,8,32,16,27,22,4,9,451,28.2
140,Bennie Fowler,WR,Multi,0,0,0,0,0,0,35,48,0,26,17,26,32,26,46,53,60,369,36.9
141,Dontrelle Inman,WR,IND,0,0,0,0,0,0,42,58,bye,18,29,46,54,0,36,39,49,371,41.2
142,Keith Smith,RB,OAK,6,8,19,13,7,6,0,11,10,9,14,6,9,5,7,21,10,161,10.1
143,Adam Thielen,WR,MIN,68,70,66,73,60,69,66,69,45,bye,67,68,61,56,63,57,53,1011,63.2
144,Cameron Brate,TE,TB,24,14,31,37,bye,22,39,26,27,19,20,51,44,46,42,57,36,535,33.4
145,Roosevelt Nix,RB,PIT,19,5,11,1,8,17,bye,10,0,6,4,8,3,4,5,6,5,112,7.0
146,Josh Hill,TE,NO,24,39,49,43,38,bye,44,35,55,43,46,31,26,45,52,46,38,654,40.9
147,Darren Fells,TE,CLE,39,25,30,40,19,19,24,25,26,32,bye,35,15,24,30,28,11,422,26.4
148,Seth Roberts,WR,OAK,45,22,0,30,28,44,0,30,32,28,47,39,59,52,40,30,43,569,37.9
149,Kyle Nelson,TE,SF,0,0,0,0,1,0,0,0,0,0,bye,0,0,0,0,0,0,1,0.1
150,Marcus Mariota,QB,TEN,36,0,53,71,54,44,71,bye,70,65,35,55,67,60,67,27,0,775,55.4
151,Jameis Winston,QB,TB,0,0,0,35,bye,66,95,63,0,0,30,73,65,70,50,81,61,689,62.6
152,Amari Cooper,WR,Multi,66,54,60,80,51,12,0,0,50,54,51,47,56,90,54,44,65,834,55.6
153,DeVante Parker,WR,MIA,0,0,33,0,0,4,0,66,51,45,bye,24,46,42,19,32,49,411,37.4
154,Kevin White,WR,CHI,12,2,12,28,bye,16,20,29,0,0,0,5,0,0,0,0,46,170,18.9
155,Melvin Gordon,RB,LAC,62,36,40,49,45,38,0,bye,45,45,64,26,0,0,0,42,32,524,43.7
156,Todd Gurley,RB,LAR,59,50,64,53,66,58,36,70,54,58,68,bye,65,62,63,0,0,826,59.0
157,Devin Funchess,WR,CAR,57,66,52,bye,51,58,54,48,45,49,48,0,32,29,11,22,0,622,44.4
158,Maxx Williams,TE,BAL,44,29,38,41,28,35,20,0,0,bye,0,8,21,22,43,20,30,379,29.2
159,Ameer Abdullah,RB,Multi,0,0,0,0,0,0,7,4,0,0,1,2,2,0,1,0,0,17,1.7
160,Tevin Coleman,RB,ATL,36,40,53,40,27,38,37,bye,39,50,34,35,29,33,34,31,25,581,36.3
161,Sean Mannion,QB,LAR,0,0,0,0,0,0,10,0,0,0,0,bye,0,0,0,8,18,36,12.0
162,Taylor Heinicke,QB,CAR,0,0,0,bye,0,0,0,3,0,3,1,0,1,1,0,83,0,92,15.3
163,Duke Johnson,RB,CLE,42,23,29,29,41,35,35,23,35,17,bye,18,20,19,26,32,37,461,28.8
164,T.J. Yeldon,RB,JAC,40,40,38,48,77,31,56,37,bye,27,23,24,35,12,19,0,0,507,36.2
165,Mike Davis,RB,SEA,0,9,8,47,25,23,bye,20,58,39,22,18,10,18,33,35,25,390,26.0
166,David Johnson,RB,ARI,36,35,43,55,48,55,48,53,bye,56,43,37,52,62,34,40,51,748,46.8
167,Malcolm Brown,RB,LAR,4,23,13,2,0,16,25,9,6,8,14,bye,3,0,0,0,0,123,10.3
168,Nick O'Leary,TE,MIA,0,0,0,0,28,52,39,49,33,21,bye,30,32,24,25,16,23,372,31.0
169,Jesse James,TE,PIT,69,45,33,27,36,51,bye,40,36,34,16,50,33,31,22,17,23,563,35.2
170,Tyler Kroft,TE,CIN,18,35,21,20,24,0,0,0,bye,0,0,0,0,0,0,0,0,118,23.6
171,Nick Boyle,TE,BAL,54,44,38,55,39,49,33,31,21,bye,53,52,50,39,21,38,37,654,40.9
172,MyCole Pruitt,TE,Multi,0,0,13,3,7,5,7,0,7,8,9,8,7,22,40,27,29,192,12.8
173,Blake Bell,TE,JAC,0,0,0,0,0,0,22,32,bye,26,25,16,18,23,19,25,14,220,22.0
174,Nelson Agholor,WR,PHI,68,72,80,72,52,64,59,57,bye,55,44,47,65,49,63,71,64,982,61.4
175,Justin Hardy,WR,ATL,6,14,15,14,17,36,14,bye,14,11,10,10,12,14,10,11,15,223,13.9
176,Tyler Lockett,WR,SEA,56,60,61,62,52,50,bye,44,68,60,53,56,40,56,68,69,52,907,56.7
177,Breshad Perriman,WR,Multi,0,0,0,0,0,0,11,9,26,13,0,35,26,19,28,32,19,218,21.8
178,Jamison Crowder,WR,WAS,49,69,38,bye,52,0,0,0,0,0,0,0,29,55,42,54,42,430,47.8
179,Ty Montgomery,RB,Multi,23,25,20,20,29,26,0,6,0,0,9,28,27,19,0,11,21,264,20.3
180,Phillip Dorsett,WR,NE,57,55,45,57,42,3,8,5,12,15,bye,9,16,7,2,27,39,399,24.9
181,Stefon Diggs,WR,MIN,61,62,57,63,53,63,63,64,0,bye,62,66,47,50,55,52,56,874,58.3
182,Chris Manhertz,TE,CAR,35,13,39,bye,39,10,6,22,25,16,12,18,8,21,15,25,44,348,21.8
183,Jake Kumerow,WR,GB,0,0,0,0,0,0,bye,0,0,0,0,0,5,6,21,57,47,136,27.2
184,C.J. Uzomah,TE,CIN,36,38,35,51,55,56,55,64,bye,42,55,74,67,59,69,41,44,841,52.6
185,DeAndre Carter,WR,Multi,53,19,0,0,0,2,3,6,0,0,0,12,44,8,32,49,56,284,20.3
186,Darren Waller,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,15,42,10.5
187,James O'Shaughnessy,TE,JAC,26,12,12,34,36,36,0,0,bye,53,56,57,39,54,41,42,35,533,38.1
188,Chris Conley,WR,KC,35,36,49,73,43,38,46,30,34,54,64,bye,65,85,57,57,36,802,50.1
189,Geoff Swaim,TE,DAL,58,50,55,64,59,66,47,bye,0,56,57,0,0,0,0,0,0,512,56.9
190,Michael Burton,RB,CHI,9,0,1,7,bye,0,0,0,8,7,0,0,1,10,0,6,0,49,6.1
191,Damiere Byrd,WR,CAR,0,0,0,bye,13,0,2,9,9,4,6,1,0,0,0,0,0,44,5.5
192,J.J. Nelson,WR,ARI,1,23,6,6,2,11,17,18,bye,20,17,18,12,48,15,0,0,214,15.3
193,Matt LaCosse,TE,DEN,1,2,1,15,19,27,18,27,25,bye,19,27,47,59,68,0,62,417,27.8
194,Tyrell Williams,WR,LAC,62,45,38,55,46,49,36,bye,47,45,67,9,49,48,65,58,41,760,47.5
195,Raheem Mostert,RB,SF,1,0,3,1,13,23,23,12,14,0,bye,0,0,0,0,0,0,90,10.0
196,Eric Tomlinson,TE,NYJ,29,37,24,14,46,27,26,6,24,13,bye,23,21,21,26,18,0,355,23.7
197,Rod Smith,RB,DAL,4,3,3,13,11,8,0,bye,7,10,8,5,8,13,6,3,48,150,9.4
198,Darius Jennings,WR,TEN,6,6,7,16,8,5,3,bye,6,5,12,11,4,18,15,29,28,179,11.2
199,Daniel Brown,TE,CHI,0,1,0,3,bye,0,0,1,7,0,2,2,0,3,2,2,0,23,1.6
200,Adam Humphries,WR,TB,44,29,53,49,bye,51,57,62,55,54,49,38,41,57,29,63,50,781,48.8
201,Laquon Treadwell,WR,MIN,38,45,58,46,30,38,51,46,41,bye,29,33,22,30,22,0,14,543,36.2
202,Ezekiel Elliott,RB,DAL,59,50,56,53,50,63,66,bye,52,61,56,65,63,86,61,49,0,890,59.3
203,Jared Goff,QB,LAR,63,73,77,55,66,74,51,78,60,65,80,bye,69,63,76,60,55,1065,66.6
204,Corey Coleman,WR,Multi,0,0,0,0,0,0,0,0,0,8,5,13,11,42,22,15,16,132,16.5
205,Josh Doctson,WR,WAS,70,71,48,bye,0,59,57,56,68,45,64,59,43,56,56,55,41,848,56.5
206,Derrick Henry,RB,TEN,20,25,32,28,21,12,24,bye,14,15,21,27,28,24,49,35,26,401,25.1
207,Carson Wentz,QB,PHI,0,0,82,78,59,71,67,62,bye,62,51,65,75,52,0,0,0,724,65.8
208,Michael Thomas,WR,NO,61,58,76,66,51,bye,65,51,65,46,57,52,51,58,70,61,41,929,58.1
209,Alex Collins,RB,BAL,27,42,36,36,27,35,28,33,31,bye,17,0,0,0,0,0,0,312,31.2
210,Tyler Boyd,WR,CIN,49,58,51,62,45,57,56,61,bye,41,52,72,66,65,39,0,0,774,55.3
211,Devontae Booker,RB,DEN,20,22,26,21,22,22,6,32,26,bye,11,6,13,17,15,24,35,318,19.9
212,Pharoh Cooper,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,6,0.9
213,Sterling Shepard,WR,NYG,61,65,59,59,56,63,58,67,bye,56,46,56,57,43,65,57,66,934,58.4
214,Austin Hooper,TE,ATL,59,53,58,57,55,54,56,bye,54,61,47,48,38,55,34,31,49,809,50.6
215,Jordan Howard,RB,CHI,50,48,46,33,bye,36,46,38,26,30,48,35,34,39,34,40,41,624,39.0
216,Rashard Higgins,WR,CLE,54,46,54,53,31,0,0,0,29,22,bye,20,33,26,30,43,43,484,37.2
217,Tajae Sharpe,WR,TEN,58,28,24,31,33,35,56,bye,54,54,58,38,53,20,39,3,7,591,36.9
218,Dak Prescott,QB,DAL,64,53,59,69,62,67,66,bye,59,69,64,70,71,99,69,52,77,1070,66.9
219,Jonathan Williams,RB,Multi,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.0
220,C.J. Prosise,RB,SEA,7,18,0,3,0,0,bye,0,0,2,0,0,0,0,0,0,0,30,6.0
221,Jeff Driskel,QB,CIN,0,0,0,0,0,0,9,0,bye,7,1,44,68,68,80,47,49,373,41.4
222,Tyler Higbee,TE,LAR,60,65,58,34,53,55,42,62,42,50,59,bye,47,27,42,50,43,789,49.3
223,Will Fuller,WR,HOU,0,55,68,27,77,52,52,44,0,bye,0,0,0,0,0,0,0,375,53.6
224,Kenyan Drake,RB,MIA,46,36,29,22,41,49,36,37,28,34,bye,24,30,24,28,39,42,545,34.1
225,Jacoby Brissett,QB,IND,0,0,1,0,0,0,8,0,bye,0,8,1,0,0,0,0,0,18,4.5
226,Nick Vannett,TE,SEA,35,26,35,54,51,0,bye,31,48,41,42,25,25,29,20,33,35,530,35.3
227,Chris Moore,WR,BAL,19,28,22,33,23,40,31,38,24,bye,28,26,51,23,26,27,33,472,29.5
228,Tyler Ervin,RB,Multi,7,0,0,0,3,0,22,35,10,0,0,0,0,0,0,0,0,77,8.6
229,Demarcus Robinson,WR,KC,5,7,11,45,9,6,11,20,18,42,35,bye,42,56,36,40,35,418,26.1
230,Seth DeValve,TE,CLE,6,0,0,0,9,1,0,5,14,4,bye,15,6,7,15,14,2,98,7.5
231,Wendell Smallwood,RB,PHI,1,24,29,37,29,44,35,31,bye,21,4,1,2,4,20,16,26,324,20.3
232,Jakeem Grant,WR,MIA,25,32,9,31,15,31,39,63,29,8,bye,0,0,0,0,0,0,282,28.2
233,Robby Anderson,WR,NYJ,35,53,42,42,32,53,62,0,47,0,bye,48,49,38,71,56,54,682,48.7
234,Cody Core,WR,CIN,0,0,6,11,8,8,14,6,bye,20,34,30,35,34,51,43,11,311,22.2
235,Alex Erickson,WR,CIN,1,0,7,36,36,46,20,51,bye,16,9,7,5,21,36,32,41,364,22.8
236,Andy Janovich,RB,DEN,14,11,13,17,10,17,20,18,15,bye,9,21,23,13,16,12,11,240,15.0
237,Derek Watt,RB,LAC,7,7,8,11,14,10,3,bye,11,11,10,12,2,10,6,3,21,146,9.1
