,Player,ROST%,Team,Pos
10,Zack Moss,49%,BUF,RB
11,David Johnson,48%,HOU,RB
12,Austin Hooper,48%,CLE,TE
13,Darnell Mooney,45%,CHI,WR
14,Jared Cook,43%,LAC,TE
15,James White,42%,NE,RB
16,DeVante Parker,40%,MIA,WR
17,Phillip Lindsay,39%,MIA,RB
18,Cole Kmet,39%,CHI,TE
19,Trey Lance,39%,SF,QB
20,Juwan Johnson,37%,NO,"WR,TE"
21,Ben Roethlisberger,37%,PIT,QB
22,Kenneth Gainwell,36%,PHI,RB
23,Curtis Samuel,35%,WAS,WR
24,Henry Ruggs,34%,LV,WR
0,Rondale Moore,33%,ARI,WR
1,Elijah Moore,32%,NYJ,WR
2,Evan Engram,32%,NYG,TE
3,Alexander Mattison,32%,MIN,RB
4,J.D. McKissic,29%,WAS,RB
5,Zach Ertz,29%,ARI,TE
6,Raheem Mostert,29%,SF,RB
7,Tua Tagovailoa,27%,MIA,QB
8,Tyrell Williams,27%,DET,WR
9,Derek Carr,26%,LV,QB
10,Le'Veon Bell,26%,BAL,RB
11,Jalen Reagor,26%,PHI,WR
12,Mac Jones,25%,NE,QB
13,Jamison Crowder,25%,NYJ,WR
14,Tony Jones,24%,NO,RB
15,Gus Edwards,23%,BAL,RB
16,Tim Patrick,22%,DEN,WR
17,Sammy Watkins,22%,BAL,WR
18,Ryan Fitzpatrick,22%,WAS,QB
19,Emmanuel Sanders,22%,BUF,WR
20,Giovani Bernard,21%,TB,RB
21,Bryan Edwards,20%,LV,WR
22,Tevin Coleman,19%,NYJ,RB
23,Carlos Hyde,19%,JAX,RB
24,Daniel Jones,19%,NYG,QB
0,T.Y. Hilton,18%,IND,WR
1,Russell Gage,18%,ATL,WR
2,Terrace Marshall,18%,CAR,WR
3,Teddy Bridgewater,17%,DEN,QB
4,Larry Rountree,17%,LAC,RB
5,Irv Smith,16%,MIN,TE
6,Chuba Hubbard,16%,CAR,RB
7,Rhamondre Stevenson,16%,NE,RB
8,Sam Darnold,15%,CAR,QB
9,Marquez Valdes-Scantling,15%,GB,WR
10,Zach Wilson,15%,NYJ,QB
11,Zach Pascal,15%,IND,WR
12,Jared Goff,14%,DET,QB
13,Carson Wentz,14%,IND,QB
14,Cordarrelle Patterson,14%,ATL,"WR,RB"
15,Jeff Wilson,13%,SF,RB
16,A.J. Green,13%,ARI,WR
17,Rashod Bateman,13%,BAL,WR
18,J.K. Dobbins,13%,BAL,RB
19,Randall Cobb,12%,GB,WR
20,Blake Jarwin,12%,DAL,TE
21,Deonte Harris,12%,NO,WR
22,Darrel Williams,11%,KC,RB
23,Deshaun Watson,11%,HOU,QB
24,Anthony Firkser,10%,TEN,TE
0,Jimmy Garoppolo,10%,SF,QB
1,Peyton Barber,10%,LV,RB
2,Adam Trautman,10%,NO,TE
3,Rashaad Penny,10%,SEA,RB
4,Tarik Cohen,9%,CHI,RB
5,Travis Etienne,9%,JAX,RB
6,Ty Johnson,9%,NYJ,RB
7,Parris Campbell,8%,IND,WR
8,Devonta Freeman,8%,BAL,RB
9,Damien Williams,8%,CHI,RB
10,Tyrod Taylor,8%,HOU,QB
11,Malcolm Brown,8%,MIA,RB
12,David Njoku,8%,CLE,TE
13,Van Jefferson,7%,LAR,WR
14,Gabriel Davis,7%,BUF,WR
15,Eric Ebron,7%,PIT,TE
16,Pat Freiermuth,7%,PIT,TE
17,KJ Hamler,7%,DEN,WR
18,Marlon Mack,6%,IND,RB
19,Hunter Renfrow,6%,LV,WR
20,JaMycal Hasty,6%,SF,RB
21,Boston Scott,6%,PHI,RB
22,Justin Jackson,6%,LAC,RB
23,Dawson Knox,6%,BUF,TE
24,Devontae Booker,6%,NYG,RB
