,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
126,Odell Beckham,WR,NYG,0,34,55,68,54,0,0,bye,0,0,0,0,0,0,0,0,0,211,52.8
127,Jarvis Landry,WR,MIA,bye,62,60,46,49,65,70,59,66,52,54,52,53,66,69,54,52,929,58.1
128,Eric Ebron,TE,DET,51,39,45,31,34,41,bye,34,34,34,28,29,29,42,27,27,24,549,34.3
129,Trey Burton,TE,PHI,14,14,19,9,16,13,16,21,47,bye,13,0,21,48,11,10,28,300,20.0
130,James White,RB,NE,43,30,31,43,35,29,23,20,bye,11,17,18,28,35,20,0,0,383,27.4
131,Cody Latimer,WR,DEN,11,14,11,0,bye,0,0,38,49,47,49,36,48,31,44,0,0,378,34.4
132,Jimmy Garoppolo,QB,Multi,0,0,0,0,0,0,0,0,0,0,0,3,75,73,70,66,64,351,58.5
133,Jerick McKinnon,RB,MIN,11,22,14,10,47,44,35,54,bye,31,45,34,36,42,33,25,44,527,32.9
134,John Brown,WR,ARI,63,0,0,53,48,47,43,bye,46,68,41,0,0,0,0,40,42,491,49.1
135,Richard Rodgers,TE,GB,5,10,10,10,6,11,6,bye,33,32,37,37,29,40,37,2,0,305,20.3
136,Damien Williams,RB,MIA,bye,3,10,11,10,18,22,8,30,31,27,24,0,0,0,0,0,194,17.6
137,Albert Wilson,WR,KC,39,34,27,43,32,0,33,16,0,bye,0,46,42,66,62,68,28,536,41.2
138,Taylor Gabriel,WR,ATL,31,26,36,61,bye,48,35,31,38,27,34,42,28,31,32,32,9,541,33.8
139,Willie Snead,WR,NO,0,0,0,0,bye,21,0,4,18,36,14,19,23,22,37,38,27,259,23.5
140,Allen Hurns,WR,JAC,51,59,44,60,39,56,50,bye,71,60,0,0,0,0,0,0,47,537,53.7
141,Bennie Fowler,WR,DEN,38,23,48,34,bye,61,53,40,25,18,24,17,19,22,39,56,58,575,35.9
142,Dontrelle Inman,WR,Multi,0,13,14,9,3,0,0,0,0,57,53,51,35,67,48,59,46,455,37.9
143,Keith Smith,RB,DAL,2,2,5,7,13,bye,13,11,11,6,1,3,7,9,10,15,13,128,8.0
144,Senorise Perry,RB,MIA,bye,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,13,26,1.6
145,Adam Thielen,WR,MIN,65,62,63,55,68,72,65,78,bye,55,73,67,60,69,54,59,66,1031,64.4
146,Cameron Brate,TE,TB,bye,38,26,35,49,44,38,40,34,33,41,34,32,25,27,43,43,582,36.4
147,Roosevelt Nix,RB,PIT,10,11,4,13,13,17,22,18,bye,9,5,5,5,10,6,16,17,181,11.3
148,Josh Hill,TE,NO,25,26,37,9,bye,48,41,40,28,43,31,38,43,33,44,52,48,586,36.6
149,Darren Fells,TE,DET,33,41,29,51,35,46,bye,45,44,27,30,27,31,30,24,26,31,550,34.4
150,Seth Roberts,WR,OAK,55,34,45,50,50,42,72,0,36,0,59,57,46,55,63,51,34,749,49.9
151,Marcus Mariota,QB,TEN,64,68,72,23,0,69,72,bye,52,90,65,58,54,60,63,68,65,943,62.9
152,Jameis Winston,QB,TB,bye,65,53,64,72,15,72,67,29,0,0,0,76,71,59,64,83,790,60.8
153,Amari Cooper,WR,OAK,61,48,44,53,55,55,78,63,58,0,67,28,0,14,0,43,42,709,50.6
154,DeVante Parker,WR,MIA,bye,63,58,47,3,0,0,0,54,50,57,56,56,61,63,44,63,675,51.9
155,Kevin White,WR,CHI,47,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,47,47.0
156,Melvin Gordon,RB,LAC,44,48,33,42,65,58,40,33,bye,47,37,42,53,47,53,52,54,748,46.8
157,Brett Hundley,QB,GB,0,0,0,3,0,58,55,bye,59,66,68,55,55,76,0,67,61,623,56.6
158,Todd Gurley,RB,LAR,48,44,61,55,56,48,55,bye,40,53,54,69,55,45,43,62,0,788,52.5
159,Devin Funchess,WR,CAR,45,57,50,58,41,69,56,43,48,56,bye,59,47,45,60,54,53,841,52.6
160,Maxx Williams,TE,BAL,17,28,0,0,0,9,0,0,33,bye,34,28,30,33,35,38,30,315,28.6
161,Ameer Abdullah,RB,DET,35,29,29,33,22,37,bye,32,33,31,29,29,0,0,8,11,20,378,27.0
162,Tevin Coleman,RB,ATL,24,22,28,28,bye,18,19,29,19,44,42,44,20,24,0,23,41,425,28.3
163,Sean Mannion,QB,LAR,5,0,0,0,0,0,4,bye,13,0,0,0,0,0,14,0,65,101,20.2
164,Taylor Heinicke,QB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9.0
165,Duke Johnson,RB,CLE,50,39,40,36,40,30,36,22,bye,48,27,38,34,25,42,29,30,566,35.4
166,T.J. Yeldon,RB,JAC,0,0,0,0,0,0,23,bye,35,31,20,34,5,4,28,38,8,226,22.6
167,Mike Davis,RB,SEA,0,0,0,0,0,bye,0,0,0,0,16,0,45,30,19,43,22,175,29.2
168,David Johnson,RB,ARI,46,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,46,46.0
169,Malcolm Brown,RB,LAR,11,5,0,7,9,12,22,bye,18,0,0,0,0,3,16,5,41,149,13.5
170,Nick O'Leary,TE,BUF,43,20,34,32,59,bye,54,54,58,19,34,29,0,32,26,22,31,547,36.5
171,Jesse James,TE,PIT,54,72,46,58,73,55,50,58,bye,46,75,64,58,71,59,32,37,908,56.8
172,Tyler Kroft,TE,CIN,12,29,60,53,62,bye,50,52,39,51,47,60,59,45,44,84,78,825,51.6
173,Nick Boyle,TE,BAL,45,42,40,49,44,44,47,55,0,bye,43,47,43,41,50,49,56,695,46.3
174,MyCole Pruitt,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,13.0
175,Blake Bell,TE,MIN,2,2,10,12,3,12,12,12,bye,6,11,5,28,31,0,0,0,146,11.2
176,Nelson Agholor,WR,PHI,41,55,45,61,47,48,47,36,39,bye,47,65,66,78,48,58,30,811,50.7
177,Justin Hardy,WR,ATL,15,19,15,58,bye,42,9,9,20,21,17,25,11,22,21,20,57,381,23.8
178,Tyler Lockett,WR,SEA,26,61,66,50,38,bye,40,39,55,44,47,46,29,39,40,35,36,691,43.2
179,Breshad Perriman,WR,BAL,42,42,35,49,38,20,0,49,35,bye,0,16,0,0,29,30,0,385,35.0
180,Jamison Crowder,WR,WAS,49,38,48,36,bye,53,58,56,0,60,41,37,49,41,36,29,39,670,44.7
181,Ty Montgomery,RB,GB,74,65,66,5,0,20,7,bye,24,14,0,0,0,0,0,0,0,275,34.4
182,Phillip Dorsett,WR,NE,18,32,7,9,20,11,8,8,bye,49,28,43,48,0,25,26,45,377,25.1
183,Stefon Diggs,WR,MIN,58,60,52,48,49,0,0,65,bye,51,53,67,48,70,44,52,62,779,55.6
184,Chris Manhertz,TE,CAR,12,14,15,17,29,20,27,26,5,26,bye,28,20,21,15,6,8,289,18.1
185,C.J. Uzomah,TE,CIN,0,0,17,21,17,bye,13,10,11,8,18,17,9,14,23,21,12,211,15.1
186,Trevor Siemian,QB,DEN,68,77,70,64,bye,74,64,73,0,0,0,26,72,70,18,0,0,676,61.5
187,James O'Shaughnessy,TE,JAC,1,12,22,17,18,18,9,bye,5,9,18,8,4,16,34,34,11,236,14.8
188,Chris Conley,WR,KC,64,46,43,71,68,0,0,0,0,bye,0,0,0,0,0,0,0,292,58.4
189,Geoff Swaim,TE,DAL,9,0,7,4,9,bye,22,17,10,0,10,7,10,22,12,20,13,172,11.5
190,Michael Burton,RB,CHI,6,6,14,13,6,15,11,19,bye,7,12,2,9,19,11,18,11,179,11.2
191,Damiere Byrd,WR,CAR,19,23,13,4,0,0,0,0,0,0,bye,0,23,38,47,19,0,186,23.3
192,J.J. Nelson,WR,ARI,30,50,52,25,32,12,28,bye,27,29,29,40,50,40,57,10,26,537,33.6
193,Matt LaCosse,TE,Multi,0,0,0,0,0,9,17,0,12,0,0,0,0,0,0,5,8,51,10.2
194,Tyrell Williams,WR,LAC,54,52,71,50,66,44,43,46,bye,43,61,60,51,51,53,56,49,850,53.1
195,Raheem Mostert,RB,SF,1,0,8,0,4,1,0,0,1,0,bye,0,0,0,0,0,0,15,1.4
196,Eric Tomlinson,TE,NYJ,13,0,0,29,20,35,34,27,45,20,bye,29,43,17,30,37,32,411,29.4
197,Rod Smith,RB,DAL,2,4,3,1,3,bye,13,3,1,39,31,33,27,29,35,7,0,231,15.4
198,Daniel Brown,TE,CHI,0,0,0,0,0,0,0,16,bye,39,32,30,11,19,35,38,22,242,17.3
199,Adam Humphries,WR,TB,bye,41,39,43,52,48,52,39,34,46,33,43,42,38,38,35,58,681,42.6
200,Ross Travis,TE,Multi,8,6,4,4,14,6,13,10,5,0,19,1,0,7,10,5,2,114,7.6
201,Laquon Treadwell,WR,MIN,36,50,31,25,42,44,55,31,bye,24,16,21,19,32,24,27,23,500,31.3
202,Ezekiel Elliott,RB,DAL,60,63,43,64,64,bye,50,58,62,0,0,0,0,0,0,66,59,589,58.9
203,Jared Goff,QB,LAR,60,50,65,69,74,58,76,bye,51,66,59,77,58,48,54,67,0,932,62.1
204,Corey Coleman,WR,CLE,53,38,0,0,0,0,0,0,bye,0,51,63,51,39,50,52,52,449,49.9
205,Josh Doctson,WR,WAS,20,29,36,17,bye,19,54,47,56,69,60,71,60,46,50,67,51,752,47.0
206,Derrick Henry,RB,TEN,18,30,30,18,11,39,30,bye,19,28,16,32,24,13,15,22,63,408,25.5
207,Carson Wentz,QB,PHI,69,72,76,79,67,62,65,61,55,bye,64,67,75,69,0,0,0,881,67.8
208,Michael Thomas,WR,NO,58,58,46,69,bye,59,60,47,49,56,57,44,48,45,62,40,53,851,53.2
209,Alex Collins,RB,BAL,0,8,10,17,16,22,16,32,29,bye,38,31,33,29,30,39,29,379,25.3
210,Tyler Boyd,WR,CIN,42,0,30,39,5,bye,0,0,0,0,22,15,15,30,0,49,60,307,30.7
211,Paul Perkins,RB,NYG,18,28,35,27,0,0,0,bye,0,0,0,1,4,0,0,3,7,123,11.2
212,Devontae Booker,RB,DEN,0,0,0,8,bye,23,11,25,22,23,48,26,11,27,23,30,14,291,22.4
213,Pharoh Cooper,WR,LAR,22,4,9,9,12,4,11,bye,13,10,5,9,10,7,15,1,64,205,12.8
214,Hunter Henry,TE,LAC,23,33,41,36,59,54,47,35,bye,45,44,52,50,42,38,0,0,599,42.8
215,Sterling Shepard,WR,NYG,57,56,69,67,23,0,0,bye,63,66,0,0,61,77,84,64,0,687,62.5
216,Austin Hooper,TE,ATL,47,41,49,60,bye,52,52,50,50,55,39,45,34,50,53,54,58,789,49.3
217,Jordan Howard,RB,CHI,38,31,41,35,34,54,34,48,bye,29,31,23,22,44,33,43,36,576,36.0
218,Rashard Higgins,WR,CLE,0,54,52,53,37,45,48,39,bye,44,38,50,36,28,51,43,45,663,44.2
219,Dak Prescott,QB,DAL,74,71,47,71,74,bye,63,68,67,63,60,55,67,63,65,74,68,1050,65.6
220,C.J. Prosise,RB,SEA,16,16,27,0,0,bye,2,0,0,13,0,0,0,0,0,0,0,74,14.8
221,Tyler Higbee,TE,LAR,53,41,59,47,48,45,54,bye,50,54,44,48,38,35,49,53,12,730,45.6
222,Will Fuller,WR,HOU,0,0,0,67,59,54,bye,62,71,32,0,0,0,67,54,52,5,523,52.3
223,Kenyan Drake,RB,MIA,bye,1,20,9,2,1,0,12,37,25,38,39,53,66,71,53,48,475,29.7
224,Jacoby Brissett,QB,IND,9,71,66,60,76,58,67,74,66,59,bye,63,69,71,54,62,64,989,61.8
225,Nick Vannett,TE,SEA,8,13,6,18,20,bye,33,18,15,15,20,40,33,13,6,20,0,278,18.5
226,Chris Moore,WR,BAL,0,0,7,0,0,34,58,17,31,bye,33,23,32,24,43,44,30,376,28.9
227,Tyler Ervin,RB,HOU,50,27,8,1,0,0,bye,0,0,0,0,0,0,0,0,0,0,86,21.5
228,Demarcus Robinson,WR,KC,5,2,9,4,12,49,61,51,56,bye,72,51,29,44,37,42,61,585,36.6
229,Seth DeValve,TE,CLE,31,31,43,33,36,36,37,32,bye,42,33,24,36,25,29,28,35,531,33.2
230,Wendell Smallwood,RB,PHI,16,14,43,35,0,0,24,13,6,bye,0,0,0,0,0,0,22,173,21.6
231,Jakeem Grant,WR,MIA,bye,1,3,5,33,6,9,15,0,0,0,3,2,9,5,11,31,133,8.3
232,Robby Anderson,WR,NYJ,57,43,49,55,39,58,45,54,50,56,bye,57,62,34,57,60,33,809,50.6
233,D.J. Foster,RB,Multi,0,0,0,0,0,0,0,0,0,0,9,18,28,21,31,15,16,138,19.7
234,Cody Core,WR,CIN,10,7,5,8,12,bye,20,0,2,0,1,0,0,0,0,0,0,65,5.0
235,Alex Erickson,WR,CIN,7,37,13,8,31,bye,9,13,13,7,11,9,11,3,13,0,0,185,11.6
236,Stephen Anderson,TE,HOU,57,0,31,11,16,22,bye,11,39,35,13,7,68,48,30,25,22,435,29.0
237,Andy Janovich,RB,DEN,16,7,8,11,bye,7,5,7,9,5,9,13,12,12,18,13,11,163,10.2
