,Player,FPTS,Team,Pos
2,LeSean McCoy,199.4,FA,RB
3,Mark Ingram,191.9,NO,RB
5,Giovani Bernard,187.9,TB,RB
6,Frank Gore,158.7,FA,RB
9,Cordarrelle Patterson,93.1,ATL,RB
10,Devonta Freeman,87.3,BAL,RB
11,Carlos Hyde,74.1,JAC,RB
12,Damien Williams,57.9,CHI,RB
16,Rex Burkhead,20.6,HOU,RB
17,Brandon Bolden,17.7,NE,RB
19,Adrian Peterson,11.3,SEA,RB
20,James White,11.1,NE,RB
24,Antonio Gibson,0.0,WAS,RB
25,JaMycal Hasty,0.0,SF,RB
27,James Robinson,0.0,JAC,RB
30,Chuba Hubbard,0.0,CAR,RB
34,Ty'Son Williams,0.0,BAL,RB
39,Najee Harris,0.0,PIT,RB
41,Eno Benjamin,0.0,ARI,RB
42,AJ Dillon,0.0,GB,RB
43,Ke'Shawn Vaughn,0.0,TB,RB
45,Clyde Edwards-Helaire,0.0,KC,RB
47,Cam Akers,0.0,LAR,RB
48,Zack Moss,0.0,BUF,RB
49,JK Dobbins,0.0,BAL,RB
50,Travis Etienne,0.0,JAC,RB
51,Jonathan Taylor,0.0,IND,RB
52,D'Andre Swift,0.0,DET,RB
53,Derrick Gore,0.0,KC,RB
54,D'Ernest Johnson,0.0,CLE,RB
58,DeeJay Dallas,0.0,SEA,RB
62,Tony Jones,0.0,NO,RB
66,Salvon Ahmed,0.0,MIA,RB
67,Joshua Kelley,0.0,LAC,RB
71,Trey Sermon,0.0,SF,RB
74,Jermar Jefferson,0.0,DET,RB
83,Jaret Patterson,0.0,WAS,RB
86,Craig Reynolds,0.0,DET,RB
88,Gus Edwards,0.0,BAL,RB
90,Boston Scott,0.0,PHI,RB
92,Darrel Williams,0.0,KC,RB
93,Phillip Lindsay,0.0,MIA,RB
95,Chase Edmonds,0.0,ARI,RB
98,Mike Boone,0.0,DEN,RB
101,Godwin Igwebuike,0.0,DET,RB
104,Saquon Barkley,0.0,NYG,RB
105,Matt Breida,0.0,BUF,RB
106,Sony Michel,0.0,LAR,RB
107,Rashaad Penny,0.0,SEA,RB
109,Justin Jackson,0.0,LAC,RB
111,Nyheim Hines,0.0,IND,RB
112,Ronald Jones,0.0,TB,RB
114,Myles Gaskin,0.0,MIA,RB
117,Nick Chubb,0.0,CLE,RB
118,Royce Freeman,0.0,HOU,RB
119,Alexander Mattison,0.0,MIN,RB
130,Darrell Henderson,0.0,LAR,RB
133,Austin Walter,0.0,NYJ,RB
137,Tony Pollard,0.0,DAL,RB
139,Jeff Wilson,0.0,SF,RB
141,Damien Harris,0.0,NE,RB
143,Dontrell Hilliard,0.0,TEN,RB
144,David Montgomery,0.0,CHI,RB
149,Ty Johnson,0.0,NYJ,RB
153,Miles Sanders,0.0,PHI,RB
154,Devin Singletary,0.0,BUF,RB
155,Josh Jacobs,0.0,LV,RB
157,Elijah Mitchell,0.0,SF,RB
158,Khalil Herbert,0.0,CHI,RB
160,Javonte Williams,0.0,DEN,RB
161,Michael Carter,0.0,NYJ,RB
162,Rhamondre Stevenson,0.0,NE,RB
163,Kenneth Gainwell,0.0,PHI,RB
259,Darren McFadden,0.0,FA,RB
265,Danny Woodhead,0.0,FA,RB
290,Matt Forte,0.0,FA,RB
300,Kenyan Drake,0.0,LV,RB
302,Jordan Howard,0.0,PHI,RB
303,Devontae Booker,0.0,NYG,RB
304,Alex Collins,0.0,SEA,RB
305,Derrick Henry,0.0,TEN,RB
306,Ezekiel Elliott,0.0,DAL,RB
310,Raheem Mostert,0.0,SF,RB
313,Austin Ekeler,0.0,LAC,RB
314,Aaron Jones,0.0,GB,RB
316,Tarik Cohen,0.0,CHI,RB
319,Dare Ogunbowale,0.0,JAC,RB
321,Chris Carson,0.0,SEA,RB
323,James Conner,0.0,ARI,RB
324,Jeremy McNichols,0.0,TEN,RB
328,JD McKissic,0.0,WAS,RB
329,Marlon Mack,0.0,IND,RB
330,Leonard Fournette,0.0,TB,RB
331,Kareem Hunt,0.0,CLE,RB
332,Jamaal Williams,0.0,DET,RB
333,Samaje Perine,0.0,CIN,RB
335,Alvin Kamara,0.0,NO,RB
336,Joe Mixon,0.0,CIN,RB
337,D'Onta Foreman,0.0,TEN,RB
338,Christian McCaffrey,0.0,CAR,RB
339,Dalvin Cook,0.0,MIN,RB
359,Latavius Murray,0.0,BAL,RB
382,Mike Davis,0.0,ATL,RB
383,Duke Johnson,0.0,MIA,RB
384,Tevin Coleman,0.0,NYJ,RB
385,Ameer Abdullah,0.0,CAR,RB
386,Melvin Gordon,0.0,DEN,RB
392,Malcolm Brown,0.0,MIA,RB
393,David Johnson,0.0,HOU,RB
0,Antonio Brown,380.9,FA,WR
1,Dez Bryant,316.0,FA,WR
2,Emmanuel Sanders,301.8,BUF,WR
3,Julio Jones,297.4,TEN,WR
4,Odell Beckham,295.0,LAR,WR
5,Randall Cobb,293.4,GB,WR
8,TY Hilton,258.5,IND,WR
9,Mike Evans,245.1,TB,WR
10,DeAndre Hopkins,231.0,ARI,WR
11,Julian Edelman,222.6,FA,WR
12,DeSean Jackson,209.6,LV,WR
13,AJ Green,205.3,ARI,WR
15,Sammy Watkins,198.0,BAL,WR
16,Jarvis Landry,181.4,CLE,WR
19,Robert Woods,164.9,LAR,WR
22,John Brown,147.0,FA,WR
23,Brandin Cooks,139.3,HOU,WR
24,Allen Robinson,116.8,CHI,WR
26,Davante Adams,100.6,GB,WR
27,Cole Beasley,99.0,BUF,WR
31,Josh Gordon,54.3,KC,WR
35,Adam Thielen,27.7,MIN,WR
39,Chase Claypool,0.0,PIT,WR
43,Jalen Guyton,0.0,LAC,WR
48,Deonte Harty,0.0,NO,WR
53,Parris Campbell,0.0,IND,WR
57,Terry McLaurin,0.0,WAS,WR
63,Darius Slayton,0.0,NYG,WR
70,Jakobi Meyers,0.0,NE,WR
72,Bryan Edwards,0.0,LV,WR
73,Tyler Johnson,0.0,TB,WR
76,Diontae Johnson,0.0,PIT,WR
78,Mecole Hardman,0.0,KC,WR
87,Tee Higgins,0.0,CIN,WR
92,Darnell Mooney,0.0,CHI,WR
94,Amon-Ra St,0.0,DET,WR
95,Rondale Moore,0.0,ARI,WR
97,Rashod Bateman,0.0,BAL,WR
98,Jaylen Waddle,0.0,MIA,WR
99,Ja'Marr Chase,0.0,CIN,WR
102,Nick Westbrook-Ikhine,0.0,TEN,WR
108,Quez Watkins,0.0,PHI,WR
125,KJ Osborn,0.0,MIN,WR
126,Justin Jefferson,0.0,MIN,WR
134,Donovan Peoples-Jones,0.0,CLE,WR
135,Michael Pittman,0.0,IND,WR
136,Devin Duvernay,0.0,BAL,WR
138,Brandon Aiyuk,0.0,SF,WR
139,DeVonta Smith,0.0,PHI,WR
140,Gabriel Davis,0.0,BUF,WR
141,Laviska Shenault,0.0,JAC,WR
142,Jalen Reagor,0.0,PHI,WR
143,CeeDee Lamb,0.0,DAL,WR
144,Jerry Jeudy,0.0,DEN,WR
158,Juwan Johnson,0.0,NO,WR
162,Marquez Callaway,0.0,NO,WR
164,Van Jefferson,0.0,LAR,WR
167,Calvin Ridley,0.0,ATL,WR
169,James Washington,0.0,PIT,WR
170,Courtland Sutton,0.0,DEN,WR
173,Michael Gallup,0.0,DAL,WR
174,Tre'Quan Smith,0.0,NO,WR
182,Allen Lazard,0.0,GB,WR
183,Cedrick Wilson,0.0,DAL,WR
184,DJ Chark,0.0,JAC,WR
186,Braxton Berrios,0.0,NYJ,WR
188,Christian Kirk,0.0,ARI,WR
189,DJ Moore,0.0,CAR,WR
198,Cyril Grayson,0.0,TB,WR
199,Kendrick Bourne,0.0,NE,WR
200,Zach Pascal,0.0,IND,WR
202,Marquez Valdes-Scantling,0.0,GB,WR
207,Hunter Renfrow,0.0,LV,WR
210,Deebo Samuel,0.0,SF,WR
214,Marquise Brown,0.0,BAL,WR
216,DK Metcalf,0.0,SEA,WR
217,AJ Brown,0.0,TEN,WR
220,Byron Pringle,0.0,KC,WR
223,Russell Gage,0.0,ATL,WR
239,Joshua Palmer,0.0,LAC,WR
259,Terrace Marshall,0.0,CAR,WR
274,Nico Collins,0.0,HOU,WR
278,Kadarius Toney,0.0,NYG,WR
282,Elijah Moore,0.0,NYJ,WR
293,Marvin Jones,0.0,JAC,WR
365,Keenan Allen,0.0,LAC,WR
368,Cordarrelle Patterson,0.0,ATL,WR
420,Brandon Marshall,0.0,FA,WR
480,Robby Anderson,0.0,CAR,WR
481,Jakeem Grant,0.0,CHI,WR
484,Will Fuller,0.0,MIA,WR
485,Tyreek Hill,0.0,KC,WR
491,Laquon Treadwell,0.0,JAC,WR
492,Tajae Sharpe,0.0,ATL,WR
494,Sterling Shepard,0.0,NYG,WR
496,Tyler Boyd,0.0,CIN,WR
497,Michael Thomas,0.0,NO,WR
500,Kenny Golladay,0.0,NYG,WR
503,Josh Reynolds,0.0,DET,WR
505,Curtis Samuel,0.0,WAS,WR
506,Cooper Kupp,0.0,LAR,WR
508,Zay Jones,0.0,LV,WR
510,JuJu Smith-Schuster,0.0,PIT,WR
511,Chris Godwin,0.0,TB,WR
513,Corey Davis,0.0,NYJ,WR
515,Isaiah McKenzie,0.0,BUF,WR
517,Jamal Agnew,0.0,JAC,WR
522,Tim Patrick,0.0,DEN,WR
527,Mike Williams,0.0,LAC,WR
528,Kalif Raymond,0.0,DET,WR
554,DeAndre Carter,0.0,WAS,WR
557,Amari Cooper,0.0,DAL,WR
559,Stefon Diggs,0.0,BUF,WR
561,Jamison Crowder,0.0,NYJ,WR
562,DeVante Parker,0.0,MIA,WR
563,Breshad Perriman,0.0,TB,WR
564,Tyler Lockett,0.0,SEA,WR
566,Nelson Agholor,0.0,NE,WR
0,Rob Gronkowski,266.4,TB,TE
2,Greg Olsen,220.8,FA,TE
3,Travis Kelce,177.2,KC,TE
5,Zach Ertz,144.2,ARI,TE
6,Jordan Reed,94.5,FA,TE
11,Eric Ebron,55.8,PIT,TE
16,Jack Doyle,41.8,IND,TE
23,Logan Thomas,7.2,WAS,TE
27,Cameron Brate,2.7,TB,TE
33,Cole Kmet,0.0,CHI,TE
58,Brevin Jordan,0.0,HOU,TE
59,Pat Freiermuth,0.0,PIT,TE
60,Kyle Pitts,0.0,ATL,TE
65,Adam Trautman,0.0,NO,TE
71,Juwan Johnson,0.0,NO,TE
85,Irv Smith,0.0,MIN,TE
86,Dawson Knox,0.0,BUF,TE
87,Dan Arnold,0.0,JAC,TE
89,Mark Andrews,0.0,BAL,TE
90,Dallas Goedert,0.0,PHI,TE
91,Mike Gesicki,0.0,MIA,TE
94,Dalton Schultz,0.0,DAL,TE
99,Blake Jarwin,0.0,DAL,TE
101,Ricky Seals-Jones,0.0,WAS,TE
104,Anthony Firkser,0.0,TEN,TE
112,TJ Hockenson,0.0,DET,TE
115,Foster Moreau,0.0,LV,TE
117,Kendall Blanton,0.0,LAR,TE
127,Noah Fant,0.0,DEN,TE
131,Tyler Conklin,0.0,MIN,TE
174,Mo Alie-Cox,0.0,IND,TE
248,Benjamin Watson,0.0,FA,TE
259,Vernon Davis,0.0,FA,TE
263,Jared Cook,0.0,LAC,TE
270,Martellus Bennett,0.0,FA,TE
281,Hunter Henry,0.0,NE,TE
283,Austin Hooper,0.0,CLE,TE
285,Tyler Higbee,0.0,LAR,TE
292,OJ Howard,0.0,TB,TE
293,David Njoku,0.0,CLE,TE
294,Evan Engram,0.0,NYG,TE
296,Gerald Everett,0.0,SEA,TE
297,Jonnu Smith,0.0,NE,TE
299,George Kittle,0.0,SF,TE
301,Robert Tonyan,0.0,GB,TE
329,CJ Uzomah,0.0,CIN,TE
330,Darren Waller,0.0,LV,TE
331,James O'Shaughnessy,0.0,JAC,TE
0,Texans,171.0,HOU,DST
1,Eagles,159.0,PHI,DST
2,Bills,158.0,BUF,DST
3,Seahawks,143.0,SEA,DST
4,Ravens,138.0,BAL,DST
5,Patriots,135.0,NE,DST
6,Cardinals,134.0,ARI,DST
7,Colts,130.0,IND,DST
8,Lions,130.0,DET,DST
9,Packers,130.0,GB,DST
10,Browns,128.0,CLE,DST
11,49ers,126.0,SF,DST
12,Vikings,126.0,MIN,DST
13,Dolphins,125.0,MIA,DST
14,Cowboys,118.0,DAL,DST
15,Broncos,116.0,DEN,DST
16,Steelers,113.0,PIT,DST
17,Panthers,113.0,CAR,DST
18,Jaguars,111.0,JAC,DST
19,Giants,108.0,NYG,DST
20,Buccaneers,105.0,TB,DST
21,Bengals,104.0,CIN,DST
22,Chiefs,103.0,KC,DST
23,Bears,96.0,CHI,DST
24,Falcons,93.0,ATL,DST
25,Titans,78.0,TEN,DST
26,Jets,77.0,NYJ,DST
27,Saints,69.0,NO,DST
28,Team,68.0,WAS,DST
29,Raiders,0.0,LV,DST
30,Chargers,0.0,LAC,DST
31,Rams,0.0,LAR,DST
4,Mason Crosby,147.0,GB,K
5,Randy Bullock,145.0,TEN,K
6,Justin Tucker,141.0,BAL,K
7,Nick Folk,134.0,NE,K
8,Graham Gano,132.0,NYG,K
10,Cairo Santos,122.0,CHI,K
11,Greg Zuerlein,118.0,DAL,K
12,Kai Forbath,110.0,LAR,K
13,Matt Prater,96.0,ARI,K
14,Ryan Succop,93.0,TB,K
15,Brandon McManus,70.0,DEN,K
16,Robbie Gould,58.0,SF,K
18,Harrison Butker,0.0,KC,K
19,Younghoe Koo,0.0,ATL,K
20,Daniel Carlson,0.0,LV,K
21,Jason Sanders,0.0,MIA,K
22,Greg Joseph,0.0,MIN,K
23,Elliott Fry,0.0,CIN,K
26,Matt Gay,0.0,LAR,K
27,Jake Elliott,0.0,PHI,K
28,Michael Badgley,0.0,IND,K
29,Zane Gonzalez,0.0,CAR,K
32,Michael Palardy,0.0,MIA,K
34,Jason Myers,0.0,SEA,K
38,Wil Lutz,0.0,NO,K
39,Aldrick Rosas,0.0,DET,K
41,Chase McLaughlin,0.0,CLE,K
43,Evan McPherson,0.0,CIN,K
48,Brian Johnson,0.0,WAS,K
49,Joey Slye,0.0,WAS,K
50,Rodrigo Blankenship,0.0,IND,K
52,Tyler Bass,0.0,BUF,K
58,Chris Boswell,0.0,PIT,K
62,Sebastian Janikowski,0.0,FA,K
68,Matt Bryant,0.0,FA,K
84,Dustin Hopkins,0.0,LAC,K
